44,48,Pocahontas ,Animation|Children|Drama|Musical|Romance,114148,10530,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
45,49,When Night Is Falling ,Drama|Romance,114916,8391,https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town."
46,50,"Usual Suspects, The ",Crime|Mystery|Thriller,114814,629,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
47,52,Mighty Aphrodite ,Comedy|Drama|Romance,113819,11448,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute."
48,53,Lamerica ,Adventure|Drama,110299,49133,https://m.media-amazon.com/images/M/MV5BNjlmZmQ0ZGUtNTBjYy00ZTg3LWE1NmMtNDAyNDI2Zjc4ZDViXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_.jpg,"Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets the eye."
49,54,"Big Green, The ",Children|Comedy,112499,26441,https://m.media-amazon.com/images/M/MV5BNmY4NWVkM2UtY2FkZC00NWJiLTg5N2EtYzk4NjJkMGE0YzA3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_.jpg,"A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success."
50,55,Georgia ,Drama,113158,97406,https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.
51,57,Home for the Holidays ,Drama,113321,9089,https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family."
52,58,"Postman, The  ",Comedy|Drama|Romance,110877,11010,https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_.jpg,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
53,60,"Indian in the Cupboard, The ",Adventure|Children|Fantasy,113419,11359,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick."
54,61,Eye for an Eye ,Drama|Thriller,116260,17182,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice."
55,62,Mr. Holland's Opus ,Drama,113862,2054,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,A frustrated composer finds fulfillment as a high school music teacher.
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,Comedy|Crime,116126,10607,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood , South Central , Menace II Society , Higher Learning  and Juice ."
57,64,Two if by Sea ,Comedy|Romance,118002,19760,https://m.media-amazon.com/images/M/MV5BY2YwZjVkMjItYjY4Yy00M2QyLTg0Y2MtYmFiNTgzMjNmMmQzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.
58,65,Bio-Dome ,Comedy,115683,9536,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year."
59,68,French Twist  ,Comedy|Romance,113149,4482,https://m.media-amazon.com/images/M/MV5BMWEwNWY1ZjQtYWMxYS00ZDY2LTg2Y2YtZDc5MTM4MzE0NTM4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again."
60,69,Friday ,Comedy,113118,10634,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday."
61,70,From Dusk Till Dawn ,Action|Comedy|Horror|Thriller,116367,755,https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
62,72,Kicking and Screaming ,Comedy|Drama,113537,28387,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation."
63,73,"Misérables, Les ",Drama|War,113828,48750,https://m.media-amazon.com/images/M/MV5BZWE2ZDg2ODQtMDIwMi00NGE3LWEzZWMtNzBjZDExNGJmMGVhXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_.jpg,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.
64,75,Big Bully ,Comedy|Drama,115676,36929,https://m.media-amazon.com/images/M/MV5BNDdhZTdiOTAtMWNiMC00NDRmLTllZWItYWMzOWZjNDY3ZmRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again."
65,76,Screamers ,Action|Sci-Fi|Thriller,114367,9102,https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience."
66,78,"Crossing Guard, The ",Action|Crime|Drama|Thriller,112744,27526,https://m.media-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.
67,79,"Juror, The ",Drama|Thriller,116731,9623,https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.
68,80,"White Balloon, The  ",Children|Drama,112445,46785,https://m.media-amazon.com/images/M/MV5BN2QzOTY0MjAtMDQ4MC00MTQ3LWIxM2UtZjc5MzkxYjRhZjdjXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_.jpg,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.
69,81,Things to Do in Denver When You're Dead ,Crime|Drama|Romance,114660,400,https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,Five different criminals face imminent death after botching a job quite badly.
70,82,Antonia's Line  ,Comedy|Drama,112379,880,https://m.media-amazon.com/images/M/MV5BNDVmNjdhMzEtNDMzMy00NzI0LWI1ZmUtNjJiNGEzMDExZDY5XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_.jpg,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive."
71,83,Once Upon a Time... When We Were Colored ,Drama|Romance,114039,146599,https://m.media-amazon.com/images/M/MV5BY2VmOWI4MzMtZmExYy00ZjNhLTk1Y2YtN2Q2ODkwMWViNDNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.
72,85,Angels and Insects ,Drama|Romance,112365,8447,https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,In the 1800s a naturalist marries into a family of British country gentry.
73,86,White Squall ,Action|Adventure|Drama,118158,10534,https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_.jpg,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.
74,87,Dunston Checks In ,Children|Comedy,116151,17414,https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,A young boy befriends a larcenous orangutan in a luxury hotel.
75,88,Black Sheep ,Comedy,115697,13997,https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.
76,89,Nick of Time ,Action|Thriller,113972,2086,https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter."
77,92,Mary Reilly ,Drama|Horror|Thriller,117002,9095,https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde."
